ID,Name,Role,Full Name,Image,DOB,Batting Style (s),Bowling Style (s),Batting Style (l),Bowling Style(l),Team ID,Playing Role
10556,R Vinay Kumar,P,Vinay Kumar,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322200/322246.png",12-2-1984,rhb,rm,right-hand bat,right-arm medium,6.0,bowler
58274,UT Yadav,P,Umesh Yadav,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316667.png",25-10-1987,rhb,rf,right-hand bat,right-arm fast,6.0,bowler
56811,GH Dockrell,P,George Dockrell,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316659.png",22-7-1992,rhb,sla,right-hand bat,slow left-arm orthodox,29.0,allrounder
59933,NG Jones,P,Nigel Jones,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319800/319893.png",22-4-1982,rhb,rm,right-hand bat,right-arm medium,29.0,allrounder
47405,GE Kidd,P,Gary Kidd,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321300/321351.png",18-9-1985,lhb,sla,left-hand bat,slow left-arm orthodox,29.0,bowler
10280,SE Bond,P,Shane Bond,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319800/319802.png",7-6-1975,rhb,rf,right-hand bat,right-arm fast,5.0,bowler
9710,GJ Hopkins,WK,Gareth Hopkins,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/136700/136767.1.jpg",24-11-1976,rhb,,right-hand bat,,5.0,wicketkeeper batter
44895,RJ Nicol,P,Rob Nicol,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321300/321304.png",28-5-1983,rhb,"rm,ob",right-hand bat,"right-arm medium,right-arm offbreak",5.0,opening batter
49108,TG Southee,P,Tim Southee,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316596.png",11-12-1988,rhb,rmf,right-hand bat,right-arm medium-fast,5.0,bowler
10443,Abdur Rehman,P,Abdur Rehman,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322100/322187.png",1-3-1980,lhb,sla,left-hand bat,slow left-arm orthodox,7.0,bowler
58881,Hammad Azam,P,Hammad Azam,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/302800/302870.jpg",16-3-1991,rhb,rm,right-hand bat,right-arm medium,7.0,middle-order batter
11643,Khalid Latif,P,Khalid Latif,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/302800/302874.jpg",4-11-1985,rhb,ob,right-hand bat,right-arm offbreak,7.0,top-order batter
19627,Mohammad Asif,P,Mohammad Asif,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322200/322214.png",20-12-1982,lhb,rfm,left-hand bat,right-arm fast-medium,7.0,bowler
19647,Mohammad Hafeez,P,Mohammad Hafeez,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316528.png",17-10-1980,rhb,ob,right-hand bat,right-arm offbreak,7.0,allrounder
10776,Mohammad Sami,P,Mohammad Sami,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320400/320459.png",24-2-1981,rhb,rf,right-hand bat,right-arm fast,7.0,bowler
53546,Umar Akmal,P,Umar Akmal,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316647.png",26-5-1990,rhb,ob,right-hand bat,right-arm offbreak,7.0,middle-order batter
7538,LE Bosman,P,Loots Bosman,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322100/322107.png",14-4-1977,rhb,rm,right-hand bat,right-arm medium,3.0,opening batter
45889,RK Kleinveldt,P,Rory Kleinveldt,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322081.png",15-3-1983,rhb,rfm,right-hand bat,right-arm fast-medium,3.0,bowler
7540,CK Langeveldt,P,Charl Langeveldt,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320341.png",17-12-1974,rhb,rfm,right-hand bat,right-arm fast-medium,3.0,bowler
48863,J Theron,P,Rusty Theron,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322092.png",24-7-1985,rhb,rmf,right-hand bat,right-arm medium-fast,11.0,bowler
52371,LD Chandimal,P,Dinesh Chandimal,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/326000/326001.png",18-11-1989,rhb,ob,right-hand bat,right-arm offbreak,8.0,wicketkeeper batter
12122,CU Jayasinghe,P,Chinthaka Jayasinghe,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/305200/305202.jpg",19-5-1978,rhb,rm,right-hand bat,right-arm medium,8.0,allrounder
48520,CK Kapugedera,P,Chamara Kapugedera,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319800/319853.png",24-2-1987,rhb,rm,right-hand bat,right-arm medium,8.0,middle-order batter
49193,NLTC Perera,P,Thisara Perera,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316599.png",3-4-1989,lhb,rmf,left-hand bat,right-arm medium-fast,8.0,bowling allrounder
11385,S Randiv,P,Suraj Randiv,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322900/322945.png",30-1-1985,rhb,ob,right-hand bat,right-arm offbreak,8.0,bowler
44671,UWMBCA Welegedara,P,Chanaka Welegedara,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322900/322968.png",20-3-1981,rhb,lfm,right-hand bat,left-arm fast-medium,8.0,bowler
10223,N Deonarine,P,Narsingh Deonarine,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322028.png",16-8-1983,lhb,ob,left-hand bat,right-arm offbreak,4.0,batter
6401,WW Hinds,P,Wavell Hinds,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320100/320123.png",7-9-1976,lhb,rm,left-hand bat,right-arm medium,4.0,batter
48087,NO Miller,P,Nikita Miller,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316579.png",16-5-1982,rhb,sla,right-hand bat,slow left-arm orthodox,4.0,bowler
45258,R Rampaul,P,Ravi Rampaul,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320100/320111.png",15-10-1984,lhb,rfm,left-hand bat,right-arm fast-medium,4.0,bowler
49034,KAJ Roach,P,Kemar Roach,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316595.png",30-6-1988,rhb,rfm,right-hand bat,right-arm fast-medium,4.0,bowler
45326,P Utseya,C,Prosper Utseya,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316546.png",26-3-1985,rhb,ob,right-hand bat,right-arm offbreak,9.0,bowler
8068,AM Blignaut,P,Andy Blignaut,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320303.png",1-8-1978,lhb,rmf,left-hand bat,right-arm medium-fast,9.0,allrounder
47619,CJ Chibhabha,P,Chamu Chibhabha,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316575.png",6-9-1986,rhb,rm,right-hand bat,right-arm medium,9.0,top-order batter
45252,E Chigumbura,P,Elton Chigumbura,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316543.png",14-3-1986,rhb,rfm,right-hand bat,right-arm fast-medium,9.0,allrounder
10630,CK Coventry,P,Charles Coventry,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320307.png",8-3-1983,rhb,lb,right-hand bat,legbreak,9.0,top-order batter
47234,AG Cremer,P,Graeme Cremer,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320318.png",19-9-1986,rhb,lbg,right-hand bat,legbreak googly,9.0,bowler
47205,CR Ervine,P,Craig Ervine,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316567.png",19-8-1985,lhb,ob,left-hand bat,right-arm offbreak,9.0,middle-order batter
8247,GA Lamb,P,Greg Lamb,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/128500/128553.1.jpg",4-3-1981,rhb,ob,right-hand bat,right-arm offbreak,9.0,allrounder
49274,T Maruma,P,Timycen Maruma,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321400/321491.png",19-4-1988,rhb,lbg,right-hand bat,legbreak googly,9.0,top-order batter
10423,H Masakadza,P,Hamilton Masakadza,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316511.png",9-8-1983,rhb,rm,right-hand bat,right-arm medium,9.0,top-order batter
47210,CB Mpofu,P,Chris Mpofu,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320308.png",27-11-1985,rhb,rfm,right-hand bat,right-arm fast-medium,9.0,bowler
7432,RW Price,P,Ray Price,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320347.png",12-6-1976,rhb,sla,right-hand bat,slow left-arm orthodox,9.0,bowler
45240,V Sibanda,P,Vusi Sibanda,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320353.png",10-10-1983,rhb,"rm,ob",right-hand bat,"right-arm medium,right-arm offbreak",9.0,opening batter
10421,T Taibu,WK,Tatenda Taibu,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320351.png",14-5-1983,rhb,rm,right-hand bat,right-arm medium,9.0,wicketkeeper batter
45253,BRM Taylor,P,Brendan Taylor,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316544.png",6-2-1986,rhb,ob,right-hand bat,right-arm offbreak,9.0,wicketkeeper batter
65399,Dawlat Zadran,P,Dawlat Zadran,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316696.png",19-3-1988,rhb,rfm,right-hand bat,right-arm fast-medium,40.0,bowler
57022,Gulbadin Naib,P,Gulbadin Naib,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316661.png",4-6-1991,rhb,rmf,right-hand bat,right-arm medium-fast,40.0,batting allrounder
59775,Izatullah Dawlatzai,P,Izatullah Dawlatzai,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321200/321299.png",10-5-1991,rhb,rfm,right-hand bat,right-arm fast-medium,35.0,bowler
53112,Javed Ahmadi,P,Javed Ahmadi,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316641.png",2-1-1992,rhb,ob,right-hand bat,right-arm offbreak,40.0,top-order batter
65861,Najibullah Zadran,P,Najibullah Zadran,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316698.png",18-2-1993,lhb,ob,left-hand bat,right-arm offbreak,40.0,middle-order batter
67053,M Nasim Baras,P,Mohammad Nasim Baras,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321300/321326.png",30-5-1993,lhb,sla,left-hand bat,slow left-arm orthodox,40.0,bowler
35384,GJ Bailey,C,George Bailey,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316532.png",7-9-1982,rhb,rm,right-hand bat,right-arm medium,2.0,top-order batter
64244,PJ Cummins,P,Pat Cummins,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316692.png",8-5-1993,rhb,rf,right-hand bat,right-arm fast,2.0,bowler
12912,XJ Doherty,P,Xavier Doherty,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316522.png",22-11-1982,lhb,sla,left-hand bat,slow left-arm orthodox,2.0,bowler
3328,GB Hogg,P,Brad Hogg,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319600/319687.png",6-2-1971,lhb,lws,left-hand bat,left-arm wrist-spin,2.0,allrounder
54222,GJ Maxwell,P,Glenn Maxwell,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316657.png",14-10-1988,rhb,ob,right-hand bat,right-arm offbreak,2.0,batting allrounder
47693,CJ McKay,P,Clint McKay,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321500/321570.png",20-2-1983,rhb,rfm,right-hand bat,right-arm fast-medium,2.0,bowler
53330,MA Starc,P,Mitchell Starc,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316644.png",30-1-1990,lhb,lf,left-hand bat,left-arm fast,2.0,bowler
49024,MS Wade,WK,Matthew Wade,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316594.png",26-12-1987,lhb,rm,left-hand bat,right-arm medium,2.0,wicketkeeper batter
58219,Abul Hasan,P,Abul Hasan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/302900/302969.jpg",5-8-1992,lhb,rmf,left-hand bat,right-arm medium-fast,25.0,bowler
47283,Elias Sunny,P,Elias Sunny,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323100/323161.png",1-1-1986,lhb,sla,left-hand bat,slow left-arm orthodox,25.0,bowler
48384,Farhad Reza,P,Farhad Reza,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323100/323177.png",16-6-1986,rhb,rfm,right-hand bat,right-arm fast-medium,25.0,allrounder
52363,Nasir Hossain,P,Nasir Hossain,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316633.png",30-11-1991,rhb,ob,right-hand bat,right-arm offbreak,25.0,allrounder
47190,Ziaur Rahman,P,Ziaur Rahman,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322800/322825.png",2-12-1986,rhb,rfm,right-hand bat,right-arm fast-medium,25.0,allrounder
52161,JM Bairstow,P,Jonny Bairstow,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319700/319794.png",26-9-1989,rhb,rm,right-hand bat,right-arm medium,1.0,wicketkeeper batter
53296,DR Briggs,P,Danny Briggs,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323000/323012.png",30-4-1991,rhb,sla,right-hand bat,slow left-arm orthodox,1.0,bowler
53271,JC Buttler,P,Jos Buttler,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316642.png",8-9-1990,rhb,,right-hand bat,,1.0,wicketkeeper batter
46924,JW Dernbach,P,Jade Dernbach,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322900/322928.png",3-3-1986,rhb,rfm,right-hand bat,right-arm fast-medium,1.0,bowler
48529,ST Finn,P,Steven Finn,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316588.png",4-4-1989,rhb,rfm,right-hand bat,right-arm fast-medium,1.0,bowler
49532,AD Hales,P,Alex Hales,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316604.png",3-1-1989,rhb,rm,right-hand bat,right-arm medium,1.0,opening batter
34736,SR Patel,P,Samit Patel,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322900/322998.png",30-11-1984,rhb,sla,right-hand bat,slow left-arm orthodox,1.0,allrounder
12894,R Ashwin,P,Ravichandran Ashwin,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316521.png",17-9-1986,rhb,ob,right-hand bat,right-arm offbreak,6.0,bowling allrounder
9022,L Balaji,P,Lakshmipathy Balaji,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/304200/304209.png",27-9-1981,rhb,rmf,right-hand bat,right-arm medium-fast,6.0,bowler
48965,AB Dinda,P,Ashok Dinda,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/304200/304270.png",25-3-1984,rhb,rmf,right-hand bat,right-arm medium-fast,6.0,bowler
49752,V Kohli,P,Virat Kohli,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316605.png",5-11-1988,rhb,rm,right-hand bat,right-arm medium,6.0,top-order batter
47624,MK Tiwary,P,Manoj Tiwary,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322600/322616.png",14-11-1985,rhb,lbg,right-hand bat,legbreak googly,6.0,batter
7233,EC Joyce,P,Ed Joyce,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316400/316492.png",22-9-1978,lhb,rm,left-hand bat,right-arm medium,29.0,top-order batter
8305,TJ Murtagh,P,Tim Murtagh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319800/319899.png",2-8-1981,lhb,rfm,left-hand bat,right-arm fast-medium,29.0,bowler
66284,MC Sorensen,P,Max Sorensen,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316700/316700.png",18-11-1985,rhb,rfm,right-hand bat,right-arm fast-medium,29.0,bowler
60195,SR Thompson,P,Stuart Thompson,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316677.png",15-8-1991,lhb,rmf,left-hand bat,right-arm medium-fast,29.0,bowler
57609,DAJ Bracewell,P,Doug Bracewell,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321200/321218.png",28-9-1990,rhb,rfm,right-hand bat,right-arm fast-medium,5.0,bowler
49104,RM Hira,P,Ronnie Hira,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/303800/303810.png",23-1-1987,lhb,sla,left-hand bat,slow left-arm orthodox,5.0,bowler
62153,AF Milne,P,Adam Milne,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316689.png",13-4-1992,rhb,rf,right-hand bat,right-arm fast,5.0,bowler
47492,BJ Watling,P,BJ Watling,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319700/319763.png",9-7-1985,rhb,,right-hand bat,,5.0,wicketkeeper batter
51088,KS Williamson,P,Kane Williamson,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316618.png",8-8-1990,rhb,ob,right-hand bat,right-arm offbreak,5.0,top-order batter
53493,Asad Shafiq,P,Asad Shafiq,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320400/320446.png",28-1-1986,rhb,ob,right-hand bat,right-arm offbreak,7.0,middle-order batter
8177,Imran Nazir,P,Imran Nazir,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320400/320453.png",16-12-1981,rhb,lb,right-hand bat,legbreak,7.0,opening batter
48293,Nasir Jamshed,P,Nasir Jamshed,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316582.png",6-12-1989,lhb,,left-hand bat,,7.0,opening batter
56573,Raza Hasan,P,Raza Hasan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/302800/302882.jpg",8-7-1992,rhb,sla,right-hand bat,slow left-arm orthodox,7.0,bowler
9952,HM Amla,P,Hashim Amla,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316501.png",31-3-1983,rhb,"rm,ob",right-hand bat,"right-arm medium,right-arm offbreak",3.0,top-order batter
48148,F Behardien,P,Farhaan Behardien,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316580.png",9-10-1983,rhb,rfm,right-hand bat,right-arm fast-medium,3.0,batting allrounder
46933,F du Plessis,P,Faf du Plessis,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316559.png",13-7-1984,rhb,lb,right-hand bat,legbreak,3.0,middle-order batter
48359,RE Levi,P,Richard Levi,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322089.png",14-1-1988,rhb,rm,right-hand bat,right-arm medium,3.0,opening batter
48182,LL Tsotsobe,P,Lonwabo Tsotsobe,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320378.png",7-3-1984,rhb,lfm,right-hand bat,left-arm fast-medium,3.0,bowler
68065,A Dananjaya,P,Akila Dananjaya,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/348800/348839.gif",4-10-1993,lhb,"ob,lb",left-hand bat,"right-arm offbreak,legbreak",8.0,allrounder
50290,RMS Eranga,P,Shaminda Eranga,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322900/322944.png",23-6-1986,rhb,rfm,right-hand bat,right-arm fast-medium,8.0,bowler
8460,HMRKB Herath,P,Rangana Herath,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316400/316497.png",19-3-1978,lhb,sla,left-hand bat,slow left-arm orthodox,8.0,bowler
24777,BMAJ Mendis,P,Jeevan Mendis,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316531.png",15-1-1983,lhb,lb,left-hand bat,legbreak,8.0,allrounder
52808,EMDY Munaweera,P,Dilshan Munaweera,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323000/323076.png",24-4-1989,rhb,ob,right-hand bat,right-arm offbreak,8.0,opening batter
52405,HDRL Thirimanne,P,Lahiru Thirimanne,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316636.png",9-8-1989,lhb,rmf,left-hand bat,right-arm medium-fast,8.0,top-order batter
45772,S Badree,P,Samuel Badree,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322047.png",9-3-1981,rhb,lb,right-hand bat,legbreak,4.0,bowler
51054,DM Bravo,P,Darren Bravo,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316616.png",6-2-1989,lhb,rm,left-hand bat,right-arm medium,4.0,top-order batter
55194,J Charles,P,Johnson Charles,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322008.png",14-1-1989,rhb,,right-hand bat,,4.0,wicketkeeper batter
49039,SP Narine,P,Sunil Narine,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320100/320119.png",26-5-1988,lhb,ob,left-hand bat,right-arm offbreak,4.0,bowling allrounder
51012,AD Russell,P,Andre Russell,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316615.png",29-4-1988,rhb,rf,right-hand bat,right-arm fast,4.0,allrounder
10238,MN Samuels,P,Marlon Samuels,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316505.png",5-2-1981,rhb,ob,right-hand bat,right-arm offbreak,4.0,top-order batter
45554,DR Smith,P,Dwayne Smith,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316547.png",12-4-1983,rhb,rm,right-hand bat,right-arm medium,4.0,allrounder
55140,KM Jarvis,P,Kyle Jarvis,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321400/321483.png",16-2-1989,rhb,rfm,right-hand bat,right-arm fast-medium,9.0,bowler
10639,S Matsikenyeri,P,Stuart Matsikenyeri,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316515.png",3-5-1983,rhb,ob,right-hand bat,right-arm offbreak,9.0,middle-order batter
47618,F Mutizwa,P,Forster Mutizwa,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320316.png",24-8-1985,rhb,ob,right-hand bat,right-arm offbreak,9.0,wicketkeeper batter
